contract,args,call_1,call_2,callable_more_than_once
d170938c145fcb6a1b1b13195237f93a795db66ad41534acf5dda868b4950251.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
d1bc19216f3c6f1c9060935c161f034f0930a74e7140d2baeadd4cfa8a6a3a5b.wasm,"address, 680249, abc, 95","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
d28683f723ae932a0eae1ced62a91a23738af3d8bbb79bcfb1fc7b20e9a9f2f9.wasm,"address, address, address, address, address, address",ok,"Error(Contract, #9)",no
d2bac3ddc9d0d643fdd6f0dcd6dde2bcd421525307e73cbebe7b609d63a9b9b9.wasm,"address, address",ok,"Error(WasmVm, InvalidAction)",no
d2cd4e0db809ace6a6a711800ae42303b3fe7e7c1927f446611db1e9465bdeb6.wasm,"address, 554246, , ","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
d30802b77f8a5c12023af2f7158e979113803a4c623d52e8e03d0ae5b46c6039.wasm,"address, address, address, address, address, address","Error(Contract, #9)","Error(Contract, #9)",unknown
d332d0e11bc48141e472cb6ccbcc0871f3d6d092560a1704b1231f27da437b89.wasm,"address, address, address, address, address, []",ok,"Error(WasmVm, InvalidAction)",no
d34c166bae5bc00cf504d56bc44244a276db477968081b4bd445698ab71412ab.wasm,"address, [address address address address [address] address], address, bytes[32], [address], [282513 279546]","Error(Contract, #2001)","Error(Contract, #2001)",unknown
d370dc79be4af9922fc34d431c0dceff8268b5f9c81b18bf877e855645e48023.wasm,"address, ck, void",ok,"Error(Contract, #1)",no
d3921fbd2c60a4b359a0f29a792e3532a1809335c93435a71455e9acdf9b1c28.wasm,"address, address, address, address, address, address",ok,"Error(WasmVm, InvalidAction)",no
d3926a274eccc3713232625984f0a5177dba0267f58f40a9972371ba4bc97980.wasm,"address, address, 929697, 37269, address, address, 278531",ok,"Error(Contract, #1)",no
d3a1c7b6d177cc35ad6ce54492808f43aa8a2363f2b7a9446a34c381e05e5680.wasm,"address, [address address address [address]], address, bytes[32], [address address address], 621768, 802454","Error(Contract, #2003)","Error(Contract, #2003)",unknown
d3a8f996d3c1f5ba3aba01cea451578dbf89851ede900f8b61ea6c8b41aa95df.wasm,"address, address, address","Error(Contract, #1)","Error(Contract, #1)",unknown
d3b6d659172b8849453ab103491cfbadfc9af573fc311d95bf15d1522525eb9b.wasm,address,ok,"Error(Contract, #2)",no
d3cbd631a73f70413cb08274a4c6737f402660aa6d718480540c18512111973e.wasm,"address, address, address, address, address, address, address",ok,"Error(WasmVm, InvalidAction)",no
d40f0a005dd2b05c6d7240b62f7f11d6fc0cc1925532d9b160a182d9ac2efe48.wasm,"address, address, address","Error(Contract, #2)","Error(Contract, #2)",unknown
d44487d42355ac978ddb16c28ac4672d91771e918bab07e2cc4c768e7f6fcee6.wasm,"address, 864303, address, address, 728953, address",ok,"Error(WasmVm, InvalidAction)",no
d48701791d2fd7cb412a89093507608b472f9631ae404ca6c49d362e57380759.wasm,"address, address, address","Error(Contract, #2)","Error(Contract, #2)",unknown
d4c13dfd28241c3df62d604e91fca0510b926aebe315acaa0cdcf9451fde8c35.wasm,"address, 67444, s3, mh",ok,"Error(WasmVm, InvalidAction)",no
d4f516e320aea7aa4dd30cd5469f7a95976344cb8489f00142b0259743bfccf7.wasm,"address, address, address, address, address, [address address address]",ok,"Error(WasmVm, InvalidAction)",no
d531ae75dc2f47d86e6327aaa2198d7c50e3afc5187c53204684d95fcc99dd93.wasm,"address, address, address, address, address",ok,"Error(Contract, #2)",no
d567b550d95b4e57ef2024eba805f6046ac1f2cc30965908174940ef6973a879.wasm,address,ok,ok,yes
d5a656f1cee86ccbb94729638f158711680e29611f1a4171115e0dd2cb93c818.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
d5c8ed84c56192201b061e68e11d7376e1342364da3aec7c2e053a33dcae03f1.wasm,"address, address, void, bytes[32], 149315, address","Error(Storage, MissingValue)","Error(Storage, MissingValue)",unknown
d62336ecc668bcef6dca23de9fa09adb978fa6e2ca241a1c1a356f5e249d617d.wasm,"address, address, {icon_asset_manager: e native_address: address upgrade_authority: address xcall: address xcall_manager: address xcall_network_address: 1}",ok,"Error(Contract, #3)",no
d62efe5ab89c35fb1ec0faa73d41a710c4b6a605ae6638b8d016d575200520e1.wasm,address,ok,"Error(Contract, #3)",no
d65b3bb0e0c61300e44efa61d50ae9ac6d32544382093b502182f884819740ec.wasm,"akr, b6s, 285108, address, 690050","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
d69a7783fea7e1110f7393c491794d08b9ce56af6d1c56c0fc0829a29bab6bb6.wasm,,ok,"Error(Contract, #2)",no
d6c6573dab16d78404ea3a07f61c78075862bc8a81795e0f09c6d2e0bd9eeb9b.wasm,"address, address, address, address, address, address",ok,"Error(Contract, #9)",no
d6cb6bc2da52e5a05e8069a4c45803b02148faf98c0814f787982ac0bbf78368.wasm,"address, address, address",ok,"Error(Contract, #1)",no
d6e5b31d1313c6577a64317923d8e9d7abb2555208a656fab2ee52eabbc57e5d.wasm,"address, address, address",ok,"Error(Contract, #2)",no
d7049478085a960fab7b0b9525755b810a02c3846fb8a87d3cb9ddd17aed3ecb.wasm,"address, bytes[32]",ok,"Error(WasmVm, InvalidAction)",no
d718b1806fe0b27e649851dc83704d958a07a2b0d11c76209c67bda7c235872d.wasm,"address, address, address, address, address, address",ok,"Error(Contract, #9)",no
d7ac4a995d3618be1fc6c06434db4ca734d2f587b486fb6280f80c2691aa7337.wasm,address,ok,"Error(Contract, #1014)",no
d7dba14ac5b1e933e4eb3452e5ecad3e67dfbe3c68acc3bc121964835d337136.wasm,address,ok,ok,yes
d7e946d08e900886c6160299ccf941b7e62bc201f7d798f4ed65d1000c94e000.wasm,{native_token: address network_id: 3 sender: address upgrade_authority: address},ok,"Error(Contract, #2)",no
d7fb60c602ab8fc3c5752f4e9da35d193d9077111ff95648350b2029693939e7.wasm,"428657, address",ok,"Error(Contract, #2)",no
d867a50a5b2c237924e356ca09f88748285dcf30426f42c216e19d54c6cc5039.wasm,"address, address, address, 445261","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
d88fc1a8751217f1341d333bde5676b69da5d01841ffcbaebdef841f0e6af969.wasm,"address, address, 669922",ok,"Error(Contract, #410)",no
d8b958fea35ae20bb62360623d95df210c562ee9bbda39333b7888ac6654043a.wasm,"address, ",ok,"Error(Contract, #1)",no
d8be630a761fa1b578f26cd22539e6c501c1a3287c3203d0a0b8fa5da89217c7.wasm,"address, , xc",ok,"Error(Contract, #1)",no
d8c9484b5ed6d0d9635c73e746467301b07c3529bc8527e624bdc21a074f18d5.wasm,"address, address, 579262",ok,"Error(WasmVm, InvalidAction)",no
d8cfce5e264b8632c26da735bdd40112d128bdb58a25dbd1bf70fe279f305132.wasm,"address, 685232, , 8","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
d8d1e3c135ed2cea40a157066e9ea035cee6052614ad0706362b0d46a48e5560.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
d93d3f5a1b8175ceecd3536f1c6f58911f8610a99b32aa82c9cc9f3ba85001e7.wasm,"address, address, bytes[32], [address address], 582228, 746756, 733109","Error(Contract, #2003)","Error(Contract, #2003)",unknown
d9610e99b7e88f72d3a85543e4fd3bbd07b18e0ef016e6e4bd49c8343601099d.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
d974b093835b0db3f3823736dbc03b1c75942e771a5eb84da3acc21add807862.wasm,address,ok,"Error(Contract, #3)",no
d9831ab45ff4f61f092c7a37acc3394c084cb9b2a3bc3b3349f5ffdfbffbbf55.wasm,"address, address, 863374, 80319",ok,"Error(WasmVm, InvalidAction)",no
d99614352163488ac1265b1adadfc0d5c8439017e0080594becbf829240f958f.wasm,address,ok,ok,yes
d9a98fa8c62906eca629ac5863086e7a7c917d2a65bf73d6f4e3b87f78420da2.wasm,"address, address, address, address, 561388","Error(Contract, #2)","Error(Contract, #2)",unknown
d9d9f2efff85539bf7b9e93cf9533fbeb3c6a804507f2137d7905e0617de4918.wasm,address,ok,"Error(Contract, #1)",no
d9db3bc7d8d59fe1c09a704169aa81f9e958277358917b9cb16bf0c43b375ce0.wasm,{admin: address fun_contract: address fun_contract_balance: 856538 max_token_supply: 896452 min_mint: 892231 mint_reward_range: [550826 649243] nlt_contract: address rewards_reserve: 393977 staking_daily_rate: {114885: 730260 684824: 485757} successful_mints: 714647 successful_mints_timestamps: [124118 314290]},"Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
d9f7d66223d1bad4f1b0bf01494df3cd6f13eb5c84bae3617ebfdd5626b7d524.wasm,"address, ","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
d9fbec805855d9fc0471436efc23ce9dacfa2d71ce2672acf4fb29d002e5c88e.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
da184792aa0b20504a82d573e3f6c32eea828731ad4f908e7e2b22aae0b144ce.wasm,"address, address, address",ok,"Error(Contract, #1)",no
da57adcedceb01f4d74fb11297ba5fcb49622ac3a1478bde2219beebe06c21c3.wasm,"address, address, address, address","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
da654383ed41da7821d5f0f5eb7e17e830b1703120ece10875201a1b876e5bc3.wasm,address,ok,"Error(Contract, #3)",no
daa8479ff3ad803729f57816ecc2311aa58a7c4b38e3a08ff2a60d976a47485e.wasm,"address, address, address, address, address, address",ok,"Error(Contract, #9)",no
dabfeec5f0fec3d38ea66a7be95f0c5b3b190032d72ffad3e6431b3951425cb8.wasm,"address, address, address",ok,"Error(Contract, #2)",no
daf9d0c1364c923320592e36cca456d9ffa7df460377844674761e6b2a4678a0.wasm,"address, address",ok,"Error(WasmVm, InvalidAction)",no
db0822038b22e09f8b37b7e4efc43c881b26a8abe1ecfbec8a19f5284218c509.wasm,"address, 9, vs, 14849, 724629",ok,ok,yes
db0fde4d3d89fbabd99b3ec429dcfc21b55a91c08a14a453573e3873b5e04267.wasm,address,ok,ok,yes
db303093675d950db4fdb1c5d9710bfe5c17e2e03f4c2ea683689c427ac586d6.wasm,"address, bytes[32], [address], 263937, 185164, 948115","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
db46d39540fea773b90c57fff76beb9e1364dd45131fc939a03d87bd2ccd931c.wasm,{admin: address stk_contract: address stk_lp_contract: address},ok,"Error(Contract, #1)",no
db76e90b58dc70a848bce1ae7d8a67a352f0437f6c64bf2afc8f70a88d9f6941.wasm,"address, address, address, address, address, address, address",ok,"Error(Contract, #1)",no
db7b9c254d46a2241160694f8895b2a40b7c91d984f9e1d696a8678f942a87a9.wasm,"address, 625160, 273367, 574186, 777845",ok,"Error(Contract, #27)",no
db8bf67ae190be073f1c172dfe9f4f7e4c7bf4aa294f82338913cdf2744796fe.wasm,"address, address, 110431, 13278, 375511, 648016, 641816","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
dba148c1f93579d4337a3af18835ea7251e1a8ffd1ea93dce3e8f32d1b08d3d6.wasm,"address, address",ok,"Error(Contract, #1)",no
dbd0fed83aba79e0f20696008e0efcdfcd2b260731d31477a9732ff1728018ae.wasm,"address, 270416, bjf, lj","Error(Contract, #605)","Error(Contract, #605)",unknown
dbd27d2b53d4e922627159ec5fcb362ea1bec9754dd72c93f94b4cd6ff3f646f.wasm,"address, address, address","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
dbe1b2df374332c95b96a12127656b56147be60e5fc2abbcc6e3ed704fb1e259.wasm,"address, address, address, address, address, address, address",ok,"Error(WasmVm, InvalidAction)",no
dc2a7fbf6affd4b0c98c7550fa260b48efc39cc87623ab553d801a0c8e6f56aa.wasm,,"skipped: cannot register: Error(Context, InvalidAction)",,
dc6a54133f088a51bdf6a1f83eefe776192015f3fd1998f96013317cacc50fbb.wasm,"{admin: address manager: address processor: address underlying_asset: address vault: address}, {emergency_cooldown: void limits_cooldown: 186732 manager_change_cooldown: 587183 manager_daily_limit: 387742 manager_max_per_tx: 898757 processor_change_cooldown: 13421 processor_cooldown: void processor_daily_limit: void processor_max_per_tx: 840804}",ok,"Error(Contract, #81)",no
dc6a81db12b29c536da8cd9bda8d06d0cc61c131855b4e7309d4c8f301c61e67.wasm,"address, 320919, 7f3, q, address, 664148","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
dc88e79071959a9c1c2afb93456878209301f27ca520329356e492153a4a241e.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
dcda681b9c895d37fc69b27b956e6c2795624c3e1fd61868f5a30ca9f4c0f422.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
dd305cc16a7a9a94b9869f0e51b337ba021e402ef2aefe151ad1fcd3d78a9436.wasm,"address, address, address, 196330",ok,"Error(WasmVm, InvalidAction)",no
dd83430703a4ff25047b46f621033a1633cd37abc7e8ebafd4a811bb9e287435.wasm,"address, address",ok,"Error(Contract, #2102)",no
ddd86de9575c14c7b04bdf0b9d8f433c12e828ff862c9c68bc0c9a9af9f53729.wasm,"address, address",ok,"Error(Contract, #2)",no
dddbb6ba2f1598d6de9dab08cd423db017e780f10a733afa871ab90ccde797b1.wasm,"address, address, 729098, 4874, 318066, address, address, 655532, 124163",ok,"Error(WasmVm, InvalidAction)",no
dde493852b3831860fae250c4b1f6334fc4010ec686ca69b4732904a44e8784e.wasm,"address, address, address, address, address",ok,"Error(Contract, #1)",no
ddf6e436ca42ac3ae389ee1e278633c8c2a1fac12d0f791681b756087dfeec2f.wasm,"address, address, address, address",ok,"Error(WasmVm, InvalidAction)",no
de00bc4e3d389ac8ffbcbf6ca53d88e940463fd82dddf25e874d4504d8cd3d90.wasm,"address, address, address, x, t, 697446",ok,"Error(Contract, #12)",no
de09877642e141184d6ddc8c5abcae278d2b820da6de8afaec2ff27fd87345d6.wasm,address,ok,"Error(Contract, #2)",no
de1fbf541604672701b9fdaa3dc44183e61ee1c8078fc966138e9aac181ca408.wasm,address,ok,"Error(Contract, #3)",no
de3c2cba30268f60caa470e6e3f3c14f34d16af0a3c19e01b728b3bd55a71991.wasm,"address, [{address: address paused: true protocol_id: 2wi}]",ok,"Error(Contract, #602)",no
de453b6db413a3793b8b944121a0b989c7acf160cd6df078c0dc92f720f81279.wasm,"address, 544822",ok,ok,yes
de81128df5889eca86e736ac3c8e353609f5439bd60fec83ea50f471dfd848ae.wasm,"address, 853514, cr, q","Error(Contract, #3)","Error(Contract, #3)",unknown
de858a06e22fda01b701af6bdfa03c349940fec3b4ddc191a80f03680b196393.wasm,"address, l9w, qht, 160726",ok,"Error(Contract, #1)",no
de9dfe1e2f0096acab346197e2006cd53ac54de1ba08b4d3a10033ff0650b0c6.wasm,address,ok,ok,yes
deca03ee948382db663585f7b4e90bbd8ef719a96f2bb986f7530a9654e738a2.wasm,address,ok,"Error(Contract, #500)",no
deea0b5ad6afc622e5da0cc1bc66032ab502bf40836138e59f3767345c9d60fb.wasm,"address, address, g, ","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
defa6f74e04bab35b74d8007adf39e20902dbe65995efadd79c0c35269621f9b.wasm,"address, address, 420010, 978243",ok,"Error(WasmVm, InvalidAction)",no
df06cfa8174d5523bb8b067a6179af7d669bcb30fa2ce34d811b5b85788f6f00.wasm,"address, 717999, 673148, address","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
df22f70ac2c1ec456cf8e8eeac2aac164aab4f2d79e6c490026a06f7a970a814.wasm,"address, address, address","Error(Contract, #1)","Error(Contract, #1)",unknown
df39861bdd6a838826acb7fc9d965563ab166d5d15cd83cc9a8671448e0696ee.wasm,"address, address, address, 648115, address, 582228, 445107, address","Error(Contract, #7)","Error(Contract, #7)",unknown
df437853c584f4b7cfc5b4d1afa17f242a425307be1b9dd86ecc65052477b9c0.wasm,"address, 634608, rn, fce","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
df6f458a63c7909794b1abb479e62aeacb092aa6b967695c1ace500f9420e381.wasm,"address, address",ok,"Error(Contract, #1)",no
df7038ed9bd30e83953acb56190d5e4ddb0e0e7a6dae2da97c609d87c77a29ef.wasm,"address, address, 241155, 981276, address, address, 351398",ok,"Error(Contract, #1)",no
df98000b665b7aac0f8827e725f706052ecf52487c73df33ebf201db33d57978.wasm,"address, address, 337146, 841031, address, address, 907909",ok,"Error(Contract, #1)",no
e00025d1082b29d8c4c3fb4317ec7b2f3d823e18a3e55d34b6f9e520f97e09fc.wasm,address,ok,"Error(Contract, #9)",no
e0139ee3b93d3b5ad51b8385f0ffa8ba98be42523399dc7669a14aa5d2b16878.wasm,"address, [address address address], [bytes[32] bytes[32]]","Error(Object, IndexBounds)","Error(Object, IndexBounds)",unknown
e070ed48c753b0d45e19392dd300370bba4fcd959d56d728d35e948d52fcf158.wasm,"address, address, address, address, address, address",ok,"Error(WasmVm, InvalidAction)",no
e0c931985f9bbb4f813a4e9093fd4f999d4caa3a9a4edcd06fa55d918e3bf6f1.wasm,"address, address, {counting_type: 694763 grace_period: 726540 proposal_threshold: 58811 quorum: 183155 timelock: 86910 vote_delay: 998995 vote_period: 134833 vote_threshold: 312148}","Error(Contract, #200)","Error(Contract, #200)",unknown
e0d60aed0865a37afda5b8989db02ebf2a77c86c1e76251d95eb4e6261ef2380.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
e1429fb1b8de1085194cdfab86b8c94ae36003d0b0e5525d286794f9fbb762f8.wasm,"address, bytes[32], [872119 788994 555160], bytes[32]","Error(Storage, MissingValue)","Error(Storage, MissingValue)",unknown
e1464afcf0c7c01e4306e3eb9d16f653500fbaa31c3cce0afd675449d58cea14.wasm,"address, bytes[32], bytes[32], bytes[32], bytes[32], [], 729994","Error(Contract, #2)","Error(Contract, #2)",unknown
e1775f270149d57fd75b220736fedc2b34e2d9c86487aa13da367323a2fbc80d.wasm,"address, 748491, address, address, 902598, address",ok,"Error(WasmVm, InvalidAction)",no
e18bfefbf6e65d7f345331991cebcd1e5614d6539d1204a7b71bdf5c3b6032bf.wasm,"address, 461661, 633435, 615625, address, address, address, {182837: 422385}",ok,"Error(Contract, #1)",no
e1f9ac0ff71284b349b3b0a5003f3e07acad11e9ad744706199ce5f805d45eb5.wasm,"address, bytes[32], bytes[32], bytes[32], bytes[32], [], 501218","Error(Contract, #2)","Error(Contract, #2)",unknown
e214d697bfaf40be02b86addb54fbf8b4ad7597fadef2ea644bb860172449153.wasm,"address, address, address, , , 173177",ok,"Error(Contract, #12)",no
e235ace43d2eaea9a57d5717d6888e32d6bdd0fbf224ea4c83a602e94d3d8f6e.wasm,"bytes[32], bytes[32], {admin: address default_slippage_bps: 819177 fee_recipient: address max_allowed_slippage_bps: 779211 max_allowed_spread_bps: 148 max_referral_bps: 102342 stake_init_info: {manager: address max_complexity: 842258 min_bond: 667133 min_reward: 141310} swap_fee_bps: 65014 token_init_info: {token_a: address token_b: address}}, address, 455950, hj4, , 138137, 526447","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
e24384106303a32c2298af875978e649c4f948a8d9ad3fba7ced8d7fc9c2c72f.wasm,"address, address, address, 652817, address, address, address, [address address]","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
e26face3a94b11b73c61e25ceca1bb7c2d489e586f3ccbc7d99424a7157c8d29.wasm,"s, address",ok,"Error(Contract, #402)",no
e2c5b7018a4d7d5c5b4194c5b421b10986831c98fbc0e8d37f2e0ab9804e1094.wasm,", address",ok,"Error(Contract, #402)",no
e337b7a3aeb03923b923193358634b6c0fbfc379d78045a8bb509ff13fddbe6a.wasm,"address, 290661, address, 140325, address, 894232, address","Error(Contract, #409)","Error(Contract, #409)",unknown
e34228198b65f5e595eaf5573d7f86899f4f8577a0ed01e3650fe659954f9250.wasm,"807585, 934714, address, 355985, 235927, address",ok,"Error(Contract, #2)",no
e3519832acda3607fc6ae542ce33787aa2048b1032c7d0a300536d760b22c97f.wasm,"address, address, address",ok,"Error(Contract, #2)",no
e364c9b8bf16a8862d9e838f4a9c67da65fc0f08fb37a570ecd9f4d97cdbbb5e.wasm,"address, [address address address address []], address, bytes[32], [address address], 377751","Error(Storage, MissingValue)","Error(Storage, MissingValue)",unknown
e3675dabc646ac9d7af9a95f58c849ca036f6d99bf57c62b539dfe4d1e9f406b.wasm,"address, bytes[32], address, address",ok,"Error(WasmVm, InvalidAction)",no
e3bc5a2364d48d5dee5b0a55800f0038fa313bed66b68f494cc6125ebd208cf4.wasm,address,ok,"Error(Contract, #2)",no
e3cabb0c6fc1a64f09507f01ab9640018ab1843f25c46b00a0a1544559e312e9.wasm,"mn, address, address, address",ok,"Error(Contract, #1)",no
e3fea075e435d04d8783eaca1adf93acf0c2ca50427fd3ce3a288b949a7726bb.wasm,"address, address, address, address, address, address, bytes[32], 428261","Error(Contract, #7)","Error(Contract, #7)",unknown
e4013cdd3fd06ffe06952198389cdb99c88a16c2fc26371b8c455bfcbf916592.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
e40426841d1343e5914c4eb0b5ec6697fca0dce2a47c0104062cad169368b8c4.wasm,"address, address, 555832, address",ok,"Error(WasmVm, InvalidAction)",no
e4860606e47717e144df89a886e54241cc7fb479b81d20dddd2172e461dd0e73.wasm,"address, address, address, address, 890018, 533928","Error(Contract, #3)","Error(Contract, #3)",unknown
e4932d3a1937dd5e399b127147ecda91197ae056874b2b8f859c1dcdc7709b2c.wasm,"address, address, address",ok,"Error(Contract, #1)",no
e49fbcf9fb09acd0a2e990863d43068541dd12fe61f1f31bd24d54f5a12d03c9.wasm,"address, bytes[32]",ok,"Error(WasmVm, InvalidAction)",no
e4a6e5080a29e22e74b143a7bc178e04180f92323d36d110cfba167ff8d8c496.wasm,"address, {alpha_g1: bytes[64] beta_g2: bytes[128] delta_g2: bytes[128] gamma_g2: bytes[128] ic: [bytes[64]]}",ok,"Error(Contract, #4)",no
e4eca1406cc39d8030033faa78aa8133aa2fda5360759b8515b6a0229e4b2a2d.wasm,"address, address, 623954, address",ok,"Error(WasmVm, InvalidAction)",no
e50b775d5e4f072a82ec683999f1897936ee0c681e00fc05f43c8ec06284a31b.wasm,address,"Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
e53172f815bd4bd1c184444d352e0e6f55607f013f2b997b161772a59c3fd1f7.wasm,"address, address","Error(Contract, #1)","Error(Contract, #1)",unknown
e5928bcd5d038ad72c43c8f8cc8c98beedc8b181ba97a916f1766e57dc59816f.wasm,address,ok,"Error(Contract, #2)",no
e5b4da4df30a3e4ec3f08555a34eb7d931b83d6bed10eaa893281efb5c1d3ecd.wasm,"address, address, 94347",ok,"Error(Contract, #410)",no
e5b9ccd92be481e96555a92d82953758965010472bc564528c7940f25f4f1e71.wasm,"address, address, address, address",ok,"Error(Contract, #1)",no
e5ba3bbf58dbe9323807fc9cc5dfe41c8c9039047e498f78bb5b0aced10d8e58.wasm,"address, address, 508994, 226329, address, address, 672133",ok,"Error(Contract, #1)",no
e5c0a16b9b4afc9e5540504e6191a8e1190e9fbc0ccc0f96f3fe43021ae5bd8b.wasm,"address, address, address",ok,"Error(Contract, #1)",no
e5c4e3ddc32b15565c4aff1d93e3de075bf56cb391f3084f4367815c2d5acb94.wasm,address,ok,"Error(Contract, #4)",no
e5e5b5fd76102a987a1346106532595059dfedb7a6b008fbb72797a99b8bd39b.wasm,"address, address, address, address, address, bytes[3]",ok,"Error(Contract, #2)",no
e60aebb3425a93272006604026b85453371351f0460755aac9a26b976abe38df.wasm,address,"Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
e6e9f6cc3ab3479652d81d96b6f2e0d7db6d1ff00a742407ae56941388d1b25f.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
e70a5d96d2024c42c4f9a0dae380e8428f3a026b644f0c5fc3295c12bed82af9.wasm,address,ok,"Error(WasmVm, InvalidAction)",no
e72dca18bdeb7fd4e5980fcc679bf857fbcd2e0d2894676c564b6a81e2a28df8.wasm,"address, address",ok,"Error(Contract, #1)",no
e73f72f2a2a07c0cc2f1c80982498416d64a6e3e4178e7698f7ce93aa3eca905.wasm,"address, address, address, address, address, {downvote_ice_token: address govern_ice_token: address ice_token: address upvote_ice_token: address}, address, 283586",ok,"Error(Contract, #2)",no
e747f94bd6d54805390f66f608311628b054e77c5062336aaf38b46492d622b8.wasm,"bytes[32], bytes[32], {admin: address default_slippage_bps: 695592 fee_recipient: address max_allowed_slippage_bps: 822531 max_allowed_spread_bps: 615784 max_referral_bps: 979472 stake_init_info: {manager: address max_complexity: 951510 min_bond: 196307 min_reward: 840867} swap_fee_bps: 755460 token_init_info: {token_a: address token_b: address}}, address, 231542, kc8, c1, 951785, 226119","Error(WasmVm, InvalidAction)","Error(WasmVm, InvalidAction)",unknown
e794aac5533c712694654b338b7cf9de8e3da865edb8b6c9ab75430e4f20cf77.wasm,"address, address, address, address","Error(Object, InvalidInput)","Error(Object, InvalidInput)",unknown
e79bf0ef9284d07ecd0857dad53ce8d8cb28b23c57e5eb4a01b5629afb2a5575.wasm,"address, address, address",ok,"Error(WasmVm, InvalidAction)",no
e7b7ad52e1c29a9c268b77cd8b2c95eaf652a20262b7a167beabc56ff9d1696f.wasm,"address, address, address",ok,"Error(WasmVm, InvalidAction)",no
e827a658204e0c8762f5139a984e2a5b02e67ef260bfbd3faed3216ccd4c4330.wasm,"address, address, 743648, 793169, address, address, 568469",ok,"Error(Contract, #1)",no
e83f684427c08d14e191ffd6173a4b300e780f9cd7248e444412b4c248f8efcb.wasm,"address, address, address, address",ok,"Error(WasmVm, InvalidAction)",no
e87f1d175c031bac9d2681d0e85332cd1f0067974ef23536a5d173789f249c11.wasm,"address, address, address, {capital_recipient: address delayed_settlement: false fee_recipient: address min_investment: 172508 min_redemption: 75108 offer_escrow_period: 206197 origination_fee_bps: 541107 payment_token: address redemption_fee_bps: 139205 redemption_lock_period: 268152 service_fee_bps: 281736}","Error(Contract, #10)","Error(Contract, #10)",unknown
e8b59567db4fb30bf3ed591eccb0d8a2c666ab1f38cc100a51333dddb800e7af.wasm,address,ok,"Error(Contract, #16)",no
e8bf985b6e949ae21e618e04cdc924eda863c9226205a64afe35c9dd7f14a9ff.wasm,"address, f, b",ok,"Error(WasmVm, InvalidAction)",no
e8bf9c7c3c8a9f0edd25f9ff2db8471955c3ded4ff8b9dc174858fbc163bb261.wasm,{accountant: address admin: address asset_manager: address config_cooldown_secs: 36979 deposit_fee_bps: 493565 deposit_whitelist_enabled: true downside_cap_bps: void emergency_withdrawal_cooldown: 525748 fee_change_cooldown_secs: void guardian: address initial_price: 511758 management_fee_bps_per_year: 308509 manager: address max_deviation_bps: void max_price_staleness_secs: void max_shares_per_user: void max_total_idle: 344339 max_total_shares: 528228 min_shares_to_mint: void name: s oracle: address price_acceptance_cooldown_secs: 966557 price_update_cooldown_secs: 779109 processor: address role_change_cooldown_secs: 325631 share_decimals: 375609 swap_fee_bps: 447253 symbol: af system_penalty_bps: void underlying_mint: address withdraw_fee_bps: 499569 withdrawal_ttl_secs: void withdrawal_whitelist_enabled: void},"Error(Contract, #40)","Error(Contract, #40)",unknown
e8c0acba90903c9c93c97fe3ee4a6940d0139d7b2e72de9780a8d66e9fe1777f.wasm,"address, address, address",ok,"Error(WasmVm, InvalidAction)",no
e8f1566e432cdfbbb433b36bc7198bb140ca2fb6e38252d9e3c354d18393a7ea.wasm,bytes[32],ok,"Error(WasmVm, InvalidAction)",no
e9235b66a72abc1d478da300f663883bfb380d5768e4670476a950ad95b2d367.wasm,"address, bytes[32]",ok,"Error(Contract, #204)",no
e9a100e5ea262a53fc227f1be9eb6cd3c6b5142031b910963b6cdcd632546bff.wasm,"address, exr",ok,"Error(Contract, #1)",no
